recipe_urls,recipe_name,subheading,serves,cooking_time,difficulty,ingredients,diet,tags,description,image_url
https://www.jamieoliver.com/recipes/prawn-recipes/butterflied-prawn-skewers/,Butterflied prawn skewers,"Feta, mint & watermelon salad",4                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['2 lemons', '3 cloves of garlic', '1 bunch of fresh flat-leaf parsley , (30g)', 'olive oil', '320 g large raw shell-on king prawns , from sustainable sources', 'extra virgin olive oil', '½-1 fresh red chilli', '½ a bunch of fresh mint , (15g)', '½ a red onion', '1 small watermelon', '1 cucumber', '100 g feta', '8 rashers of higher-welfare smoked pancetta or streaky bacon']","['Gluten-freegf', 'Gluten-freegf']","['Seafood', 'Feta', 'Fruit', 'Prawns', 'BBQ food', 'Light meals']","
                                            “Zingy and fresh, these barbecue prawns are an absolute joy to eat. Watermelon is just so refreshing in summer, and the hum of onion, crunch of cucumber and sprinkling of tangy feta make this salad the perfect accompaniment. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/114185878.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/pork-ribs-recipes/sticky-hoisin-ribs/,Sticky hoisin ribs,Crunchy salad & jasmine rice,6                                                                                                            ,3 hours 30 minutes                                                    ,"Not too tricky                                                    
","['4 racks of higher-welfare baby back pork ribs , (1.5-2kg)', '2 teaspoons Chinese five-spice', 'olive oil', '1 bulb of garlic', '2 oranges', '290 ml hoisin sauce', '1 bunch of fresh rosemary or thyme (30g) , optional', '450 g jasmine rice', 'SALAD', '1 bunch of spring onions', '1 bunch of radishes', '1 bulb of fennel', '3 fresh mixed-colour chillies', '1 bunch of fresh coriander , (30g)', '3 tablespoons sesame oil', '1 tablespoon rice wine vinegar', '1 teaspoon low-salt soy sauce', '4 cm piece of ginger']","['Dairy-freedf', 'Dairy-freedf']","['Chinese', 'Pork', 'BBQ food', 'Mains']","
                                            “Tender, glazed, finger-licking ribs are hard to beat. Start these off low and slow in the oven, then move to the barbecue for the perfect smoky, sticky finish. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/114185879.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/trout-recipes/soy-baked-trout/,Soy-baked trout,"With fragrant ginger, chilli and lime",2                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['2 x 130 g trout fillets', '4 cm piece of ginger', '6 spring onions', '1 red chilli', '1 small bunch of coriander (15g)', '2 tablespoons low-salt soy sauce', '2 tablespoons mirin', '1 lime']","['Dairy-freedf', 'Dairy-freedf']","['Asian', 'Light meals', 'Mains', 'Lunch & dinner recipes', 'Quick & easy recipes']","
                                            “I love this simple way to cook trout. Bake it with spring onions, ginger, chilli, coriander and a little soy and mirin, then finish with some lime. A lovely little fish dish full of aromatic flavours. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/106732992.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/duck-recipes/roast-duck-with-marsala-gravy/,Roast duck with Marsala gravy,"Flavoured with bay, clementine & five-spice",6                                                                                                            ,2 hours 20 minutes                                                    ,"Not too tricky                                                    
","['1 x 1.6kg whole duck', '2 heaped teaspoons Chinese five-spice powder', '1 clementine', '6 fresh bay leaves', 'GRAVY', '', '1 bulb of garlic', '2 carrots', '2 red onions', '3 tablespoons plain flour', '100 ml Marsala', '1 litre organic chicken stock']","['Dairy-freedf', 'Dairy-freedf']","['Christmas', 'Sunday lunch', 'Dinner Party', 'British', 'Mains']","
                                            “This crispy roast duck is a fuss-free alternative to the traditional Sunday roast.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/46345907.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/chicken-recipes/easy-roast-chicken-caesar-salad/,Springtime roast chicken Caesar salad,Ultimate bacon croutons & creamy dressing,6                                                                                                            ,1 hour 15 minutes                                                    ,"Not too tricky                                                    
","['1 bunch of fresh herbs (30g) , such as sage, thyme, rosemary', '2 cloves of garlic', 'rapeseed oil', 'Worcestershire sauce', '1 x 1.5 kg whole chicken', '1 round lettuce', '1 little gem lettuce', '1 small carrot', '¼ of a cucumber', '½ an eating apple', '300 g sourdough bread', '6 rashers of higher-welfare smoked streaky bacon', 'Creamy dressing', '½ a clove of garlic', '1 heaped teaspoon wholegrain mustard', '1 teaspoon Worcestershire sauce', '1 tinned sardine fillet , optional', '40 g Cheddar cheese', '2 tablespoons rapeseed oil', '100 g natural yoghurt', '1 lemon']",[],"['British', 'Chicken', 'Keep Cooking and Carry On', 'Lunch & dinner recipes', 'Mains']","
                                            “So, guys, the weather is getting warmer, fresh spring produce is starting to appear in the shops, and it’s time to start celebrating what we can get our hands on. This salad is a really nice one for embracing the season – try speed-peeling spears of asparagus over your salad, or adding quartered ripe cherry tomatoes. Add whatever you like! Putting the croutons beneath the chicken as it roasts, with smoky bacon on top, means you get even more bang for your buck on the flavour front. Delicious.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/105992389.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/cauliflower-recipes/cauliflower-mac-n-cheese/,Cauliflower mac 'n' cheese,With crispy garlic breadcrumbs,6                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['15 g unsalted butter', '1 leek', '1 stick of celery', '½ a bulb of fennel , optional', '1 small head of cauliflower , (600g)', '450 g dried pasta', '1 tablespoon plain flour', '500 ml semi-skimmed milk', '1 teaspoon English mustard', '100 g mixed cheese , such as Cheddar, Parmesan, feta, halloumi', '100 g stale bread', '2 cloves of garlic', 'a few sprigs of fresh herbs, such as thyme or oregano , optional', 'olive oil']","['Vegetarianv', 'Vegetarianv']","['Keep cooking and carry on', 'Cauliflower', 'Cheap & cheerful', 'Freezer-friendly recipes', 'Lunch & dinner recipes', 'Mains']","
                                            “I’ve written this recipe to serve 6, but it’s easy to double up if you want to get into the batch-cooking vibe and get an extra meal or two in the freezer, or if you want to safely drop a dish on a neighbour’s doorstep (just don't forget to back away once you've rung the bell. Social distancing, people!). You can get this prepped in the morning, ready to bake up for lunch or dinner. Happy days. 

 ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/105714038.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/vegetable-recipes/veggie-quesadillas/,Veggie quesadillas,"Jazzed-up houmous, yoghurt & chilli sauce",6                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['3 leeks', '3 peppers', '1 large carrot', '140 g Cheddar or Red Leicester cheese', 'a few sprigs of fresh soft herbs, such as parsley, mint, coriander , optional', '8 large flour tortillas', '200 g tub of houmous', 'extra virgin olive oil', '1 lemon or lime', '1 fresh chilli , optional', '120 g natural yoghurt', 'chipotle chilli sauce , optional']","['Vegetarianv', 'Vegetarianv']","['Mexican', 'Keep cooking and carry on', 'Leek', 'Lunch & dinner recipes', 'Mains', 'Quick & easy recipes']","
                                            “Quesadillas are a big hit in the Oliver household – the kids love them because they’re comforting and delicious, and Jools loves them because they’re a great way to include hidden veg. I’ve gone for leeks, peppers and carrot here, but use whatever you’ve got, just aim for 500g or more – think deseeded diced tomato, chopped grilled veg, little florets of broccoli, shredded spinach or kale, smashed roasted sweet potato or butternut squash. Get ’em prepped, stack ’em up, and you’re ready to cook. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/105648222.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/beef-recipes/buddys-simple-steak-sandwich/,Buddy’s simple steak sandwich,A classic combination,2 adults                                                                                                            ,15 minutes                                                    ,"Super easy                                                    
","['1 x 225 g sirloin steak , trimmed of fat and sinew', 'olive oil', '2 sprigs of fresh rosemary', '2 slices of good bread', 'unsalted butter , for spreading', 'creamed horseradish, mustard, tomato ketchup, brown sauce , optional, for spreading', '', '', '']",[],"['American', 'Steak', 'Beef', 'Lunch & dinner recipes', 'Mains', 'Quick fixes']","
                                            “Cooking the perfect steak is a great skill to learn, plus you get a tasty sarnie at the end of it to tuck into together. When searing a steak, you need a hot pan for ultimate success, so please keep an eye on your little helper with this one.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/104266546.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/lamb-shank-recipes/burns-night-lamb-shanks/,Burns Night lamb shanks,With pearl barley risotto,6                                                                                                            ,3 hours 45 minutes                                                    ,"Not too tricky                                                    
","['6 lamb shanks , (roughly 400g each), French-trimmed (ask your butcher to do this for you)', '4 rashers of higher-welfare smoked streaky bacon', 'olive oil', '1 onion', '1 red onion', '1 swede , (800g)', '2 carrots', '2 sticks of celery', '10 allspice berries', '2 teaspoons black peppercorns', '5 cloves', '1/2 a nutmeg , for grating', '100 ml Scotch whisky', '1 tablespoon marmalade', '1 heaped tablespoon flour', '1 litre organic beef stock', '2 fresh bay leaves', 'Risotto', '2 leeks', '1 knob of butter , (20g)', '450 g pearl barley', '1.5 litres good chicken stock', '350 ml semi-skimmed milk', '60 g mature Cheddar cheese']",[],"['British', 'Winter warmers', 'Lunch & dinner recipes', 'Mains']","
                                            “This dish is inspired by our Scottish brothers and sisters using the incredible spices found in haggis. Slow-cooked tender lamb shanks with a kick of marmalade and whisky, on a bed of creamy barley risotto. You will love it.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/102816407.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/chicken-thighs-recipes/saoirse-ronans-general-tsos-chicken/,Saoirse Ronan’s General Tso’s chicken,Stir-fried cabbage & steamed rice,4                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['300 g Chishang or jasmine rice', '4 boneless free-range chicken thighs , skin on', 'vegetable oil', '2 cloves of garlic', '5 cm piece of ginger', '3 spring onions', '1 handful of dried red chillies', 'sesame oil', 'chilli oil , (optional)', 'Marinade', '2 tablespoons low-salt dark soy sauce', '2 tablespoons rice wine vinegar', '4 tablespoons organic chicken stock', '1 tablespoon golden caster sugar', '1 teaspoon potato starch', 'Cabbage', '3 cloves of garlic', '1 white cabbage', '50 g smoked higher-welfare bacon', '2 dried red chillies', '1 teaspoon golden caster sugar']","['Dairy-freedf', 'Dairy-freedf']","['Chinese', 'Chicken', 'Mains', 'Lunch & dinner recipes']","
                                            “Forget a greasy takeaway, this homemade Chinese chicken dish will blow your mind. To make your chicken as crispy as possible, use my two-pan ‘bounce cooking’ technique.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/102816408.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/venison-recipes/wild-mushroom-venison-stroganoff/,Wild mushroom & venison stroganoff,"Gin, cornichons & fluffy rice",2                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['150 g basmati rice', '1 onion', '1 clove of garlic', 'extra virgin olive oil', '250 g mixed wild mushrooms', '1 teaspoon sweet paprika', '½ a bunch of fresh flat-leaf parsley , (15g)', '1 handful of cornichons', '300 g venison saddle', 'gin', '1 knob of butter', '1 lemon', '150ml soured cream , or crème fraîche']","['Gluten-freegf', 'Gluten-freegf']","['Venison', 'Mushroom', 'Stew', 'Winter warmers', 'Lunch & dinner recipes', 'Mains']","
                                            “This is one of my very favourite dishes. Deliciously tender venison and nutty mushrooms are cooked in a creamy paprika and gin sauce.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/100878756.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/seafood-recipes/southend-pier-paella/,Southend pier paella,Not traditional but still delicious!,8                                                                                                            ,1 hour 15 minutes                                                    ,"Not too tricky                                                    
","['2 mixed-colour peppers', '1 good pinch of saffron', '4 x 200g free-range chicken thighs , skin on, bone in', '150 g higher-welfare chorizo', '1 onion', '2 cloves of garlic', '500 ml hot organic chicken stock', '8 large prawns , shell on, from sustainable sources', '4 baby squid , from sustainable sources', '100 g cockles , from sustainable sources', '100 g mussels , debearded and cleaned, from sustainable sources', '400 g ripe tomatoes', '500 g paella rice', '2 sprigs of fresh rosemary , optional', 'olive oil', '2 lemons', '2 baby courgettes , flowers attached (if available)', '100 g peas and broad beans , defrosted if frozen', '½ a bunch of fresh parsley , (15g)', 'extra virgin olive oil']","['Dairy-freedf', 'Gluten-freegf', 'Dairy-freedf', 'Gluten-freegf']","['Seafood', 'Chicken', 'Courgette', 'Tomato', 'Mains', 'Lunch & dinner recipes']","
                                            “Paella is an incredible Spanish dish and this is my Southend twist on it. I’m riffing off local produce, plus adding a handful of non-traditional ingredients to max out a little more flavour. It may not be authentic, but it’s brilliant fun to make and fantastic for sharing. Trust me, you’re going to want to get in on this one!  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/100878758.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/sausage-recipes/catherine-wheel-sausage-with-watercress-champ/,Catherine wheel sausage with watercress champ,Onion & cider gravy,6                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['10 Cumberland sausages', '6 bay leaves', 'olive oil', '1 kg Maris Piper potatoes', '300 ml full-fat milk', '1 bunch of watercress , (30g)', '4 spring onions', 'GRAVY', '2 red onions', '25 g unsalted butter', '2 sprigs of fresh rosemary', '2 tablespoons plain flour', '1 litre organic chicken stock', '250 ml cider']",[],"['British', 'Sausage', 'Potato', 'Lunch & dinner recipes', 'Mains']","
                                            “I love cooking sausage like this, they go really crunchy with a soft middle. Try them for Bonfire Night! ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/100112118.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/fish-recipes/ant-dec-s-blackened-cod/,Ant & Dec's blackened cod,"with a radish, chilli & ginger pickle",4                                                                                                            ,20 minutes plus marinating                                                    ,"Not too tricky                                                    
","['COD', '3 tablespoons runny honey', '3 tablespoons low-salt soy sauce', '3 tablespoons white miso paste', '1 teaspoon sesame oil', '4 x 150g fillets of cod , skin on, scaled and pin-boned, from sustainable sources', 'extra virgin olive oil', '2 sprigs of fresh coriander', 'PICKLE', '6 radishes', '1 fresh bird’s-eye chilli', '6 spring onions', '4 heaped teaspoons pickled ginger , plus pickling liquor', '1 tablespoon rice vinegar']","['Dairy-freedf', 'Dairy-freedf']","['Light meals', 'Lunch & dinner recipes', 'Mains', 'Quick & easy recipes', 'Quick fixes']","
                                            “This is my version of the Japanese classic, blackened cod. Tender pieces of fish marinated in soy and miso, then grilled until golden. Simply delicious.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/100355176.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/beef-recipes/beef-wellington-for-two/,Beef Wellington for two,"Spinach pancakes, mushroom pâté & sweet onion gravy",2                                                                                                            ,1 hour 20 minutes                                                    ,"Not too tricky                                                    
","['20 g dried porcini or shiitake mushrooms', '2 sprigs of fresh rosemary', '230 g centre fillet of beef , trimmed', 'olive oil', '2 cloves of garlic', '1 red onion', '250 g mixed mushrooms', 'truffle oil , optional', '1 heaped teaspoon English mustard', '1 x 320 g sheet of all-butter puff pastry', '1 large free-range egg', 'PANCAKES', '1 large free-range egg', '1 mug semi-skimmed milk', '1 mug self-raising flour , plus extra for dusting', '100 g baby spinach', 'GRAVY', '1 red onion', '2 sprigs of fresh thyme', '1 heaped teaspoon blackcurrant jam', '50 ml port', '1 heaped tablespoon plain flour', '500 ml organic beef stock']",[],"['British', 'Beef', 'Christmas', 'Fathers day', 'Sunday lunch', 'Beautiful baking recipes']","
                                            “Less is definitely more when it comes to my romantic twist on a classic beef Wellington for two. A blushing and tender seared fillet of beef, smothered in rich mushroom duxelle, all wrapped up in a vibrant green pancake and golden puff pastry parcel – seriously impressive and truly memorable. You’re going to love it! ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/100107567.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/vegetable-recipes/best-ever-brussels-sprouts/,Best-ever Brussels sprouts,Apple & sage,6 as a side                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['800 g Brussels sprouts', '2 higher-welfare Cumberland sausages', '½ a bunch of fresh sage , (15g)', '20 g unsalted butter', '1 onion', '1 sweet eating apple', '1 tablespoon Worcestershire sauce']",[],"['Vegetables', 'Christmas', 'Sunday lunch', 'Mains']","
                                            “Celebrate the humble sprout with this insanely delicious recipe. Crisp cubes of apple provide beautiful sweetness, while sausage – and Worcestershire sauce (my secret ingredient) – gives a contrasting savoury kick. Serve straight from the pan or make ahead and crisp it all up in the oven on the big day – both ways work!
 ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/99602345.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/pasta-recipes/beautiful-courgette-penne-carbonara/,Beautiful courgette carbonara,Made the proper Italian way with penne,6                                                                                                            ,20 minutes                                                    ,"Not too tricky                                                    
","['6 medium green and yellow courgettes', '500 g penne', '4 large eggs', '100 ml single cream', '1 small handful of Parmesan cheese', 'olive oil', '6 slices of back bacon', '½ a bunch of fresh thyme , (15g)', 'a few courgette flowers , (optional)']",[],"['Jamie at Home', 'Italian', 'Pork', 'Courgette', 'Lunch & dinner recipes', 'Mains']","
                                            “Carbonara is a classic pasta sauce made with cream, bacon and Parmesan and is absolutely delicious. I've added gorgeous courgettes for a summery twist. Try to buy the best ingredients you can, as that’s what really helps to make this dish amazing. I’m using a flowering variety of thyme but normal thyme is fine to use. When it comes to the type of pasta, you can serve carbonara with spaghetti or linguine, but I’ve been told by Italian mammas (who I don’t argue with!) that penne is the original, so that’s what I’m using in this recipe. Before you start cooking, it’s important to get yourself a very large pan, or use a high-sided roasting tray so you can give the pasta a good toss. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/94356757.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/vegetable-recipes/roasted-black-bean-burgers/,Roasted black bean burgers,"Zingy salsa, yoghurt, sliced mango & avocado",4                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['1½ red onions', '200 g mixed mushrooms', '100 g rye bread', 'ground coriander', '1 x 400 g tin of black beans', 'olive oil', '40 g mature Cheddar cheese', '4 soft rolls', '100 g ripe cherry tomatoes', '1 lime', 'chipotle Tabasco sauce', '1 ripe mango', '1 ripe avocado', '4 tablespoons natural yoghurt', '4 sprigs of fresh coriander']","['Vegetarianv', 'Vegetarianv']","['Vegetables', 'Mains', 'Lunch & dinner recipes', 'Healthy dinner ideas', 'Healthy meals', 'Healthy vegetarian recipes']","
                                            “Wedged into a bun with zingy tomato salsa, juicy mango, avocado and extra Tabasco, these black bean burgers are really something rather special. Big flavour, and super-satisfying to tuck into. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/92507794.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/pasta-recipes/tasty-vegan-lasagne/,Tasty vegan lasagne,"Layers of pasta, rich tomato & Chiantu ragù, creamy mushroom sauce",6                                                                                                            ,3 hours                                                    ,"Not too tricky                                                    
","['2 red onions', '2 cloves of garlic', '2 carrots', '2 sticks of celery', '2 sprigs of fresh rosemary', 'olive oil', '1 teaspoon dried chilli flakes', '100 ml vegan Chianti wine', '1 x 400g tin of green lentils', '2 x 400g tins of quality plum tomatoes', '1 kg mixed wild mushrooms', '4 heaped tablespoons plain flour', '800 ml almond milk', '70 g vegan Cheddar cheese', '300 g dried lasagne sheets', '½ a bunch of fresh sage (15g)']","['Veganvg', 'Vegetarianv', 'Dairy-freedf', 'Veganvg', 'Vegetarianv', 'Dairy-freedf']","['Italian', 'Lasagne', 'Mushroom', 'Pasta Bake', 'Mains', 'Lunch & dinner recipes']",,"https://img.jamieoliver.com/jamieoliver/recipe-database/100021002.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/aubergine-recipes/stuffed-curried-aubergines/,Stuffed curried aubergines,"Spiced tamarind & peanut sauce, fresh coriander",6                                                                                                            ,1 hour 15 minutes                                                    ,"Not too tricky                                                    
","['1 onion', '4 cloves of garlic', '4 cm piece of ginger', '½ a bunch of fresh coriander , (15g)', '2 fresh red chillies', '1 teaspoon each cumin seeds , mustard seeds, ground turmeric, garam masala, fenugreek seeds', '1 big handful of fresh curry leaves', 'groundnut oil', '2 heaped tablespoons crunchy peanut butter', '1 tablespoon mango chutney', '2 level tablespoons tamarind paste', '12 finger aubergines , (800g total)', '1 x 400 g tin of light coconut milk', '250 g ripe mixed-colour cherry tomatoes']","['Vegetarianv', 'Gluten-freegf', 'Vegetarianv', 'Gluten-freegf']","['Indian', 'Curry', 'Lunch & dinner recipes', 'Mains', 'One-pan recipes']","
                                            “Jam-packed with flavour, this totally tasty traybake is a must-try dish. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/92507791.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-tofu-noodle-soup/,Chicken & tofu noodle soup,With fragrant herbs & seaweed,2                                                                                                            ,1 hour 15 minutes plus chilling overnight                                                    ,"Not too tricky                                                    
","['2 shallots', '2 cloves of garlic', '2 cm piece of ginger', '4 free-range chicken thighs , skin off, bone in', 'groundnut oil', 'sesame oil', '1 star anise', '2 tablespoons low-salt soy sauce', '100 g fine rice noodles', '½ a bunch of fresh coriander , (15g)', '½ a bunch of fresh mint , (15g)', '100 g tofu', '4 spring onions', '½ a fresh red chilli', '100 g baby spinach', '4 seaweed nori sheets', '1 lime']","['Dairy-freedf', 'Dairy-freedf']","['Jamie Magazine', 'Chicken', 'Dinner for two', 'Gorgeous Winter Soups', 'Asian', 'Tofu']","
                                            “Fragrant and colourful, this old favourite gets a reboot. If you have time, prepare it a day ahead for next-level flavour. Also referred to as bean curd, tofu is a good source of protein, calcium and phosphorus, all of which are great for bones. It’s also packed with manganese and thiamin (vitamin B1). ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/46406470.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/chicken-breast-recipes/traybaked-chicken/,Traybaked chicken,"Juicy brined chicken, sweet potatoes & a shower of Parmesan cheese",4                                                                                                            ,1 hour 25 minutes plus brining                                                    ,"Not too tricky                                                    
","['4 free-range chicken breasts , or supremes of chicken, wing bone attached, skin on', '2 rashers of smoked streaky higher-welfare bacon', '4 medium floury potatoes , such as Maris Piper or Yukon Gold', '3 sweet potatoes , (600g)', '1 medium onion', '4 cloves of garlic', '2 spigs of fresh sage', 'olive oil', '400 ml organic chicken stock', '150 ml single cream', '100 g Parmesan cheese', '40 g unsalted butter', 'BRINE', '3 cloves of garlic', '2 sprigs of fresh sage', '6 tablespoons runny honey', '4 tablespoons cider vinegar', '1 lemon']",[],"[""Jamie's America"", 'American', 'Chicken', 'Chicken breast', 'Sweet potato', 'Potato']","
                                            “In America's ""Wild West"" they make a beautiful ‘al forno’ or ovenbaked dish with sliced sweet potatoes, Yukon potatoes, sage and onion. I took that delicious base and turned it into a great one-tray meal by adding supremes of chicken. You might think it’s unusual to marinate the chicken in brine, but it makes it outrageously soft and juicy. Give it at least 2 hours to marinate, but if you really want the full benefit, overnight is best. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/91841796.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/pasta-recipes/pregnant-jools-pasta/,Sausage & fennel pasta,Otherwise known as pregnant Jools' pasta,6                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['4 spring onions', '1 carrot', '1 stick of celery', '1–2 fresh red chillies', '6 higher-welfare sausages , (approx. 400g)', '1 heaped teaspoon fennel seeds', '1 teaspoon dried oregano', 'olive oil', '500 g dried penne', '4 cloves of garlic', '4 tablespoons balsamic vinegar', '1 x 400 g tin of chopped tomatoes', 'a few sprigs of Greek basil , or regular basil', 'Parmesan cheese , for grating']",[],"[""Jamie's 30-Minute Meals"", 'Italian', 'Sausage', 'Lunch & dinner recipes', 'Mains', 'Pasta & risotto']","
                                            “A simply tasty pasta combining sausage, chilli and fennel – everything Jools was craving when she was pregnant with Buddy – a firm favourite in the Oliver household.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/122022831.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/egg-recipes/spring-frittata/,Spring frittata,"Tomato toasts, watercress & pea salad",4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['FRITTATA', '2 firm medium green or yellow courgettes', '1 bunch of fresh mint , (30g)', 'olive oil', '8 large free-range eggs', '½ teaspoon truffle oil', '1 pinch of cayenne pepper', '4 sprigs of fresh thyme', '40 g pecorino cheese', '1 fresh red chilli', '20 g feta cheese', 'TOASTS', '4 slices of ciabatta , (2cm thick)', '1 clove of garlic', '4 ripe cherry tomatoes', '1 teaspoon dried oregano', 'SALAD', 'extra virgin olive oil', '1 lemon', '150 g fresh podded peas', '100 g watercress', '1 celery of heart']","['Vegetarianv', 'Vegetarianv']","[""Jamie's 15-Minute Meals"", 'Feta', 'Bread', 'Tomato', 'Mains', 'Quick fixes']","
                                            “Ultimately, 15-Minute Meals is a frame of mind, and I think if you give it a proper go you’ll really get into it. It’s fun, dynamic, no-nonsense cooking. Yes, the first couple of times you cook this recipe it might take a little longer, but that’s OK, it’s not a race. Once you embrace that and get into the spirit of the shortcuts and tips that I’ve given you, you’ll definitely start knocking this recipe out of the park in 15 minutes. Good luck! ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/134764427.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/pasta-recipes/mushroom-farfalle/,Mushroom farfalle,"With blue cheese, hazelnut & apple salad",4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['PASTA', '25 g dried porcini mushrooms', 'olive oil', '2-4 cloves of garlic', '½ a small dried red chilli', '250 g chestnut mushrooms', '6 sprigs of fresh thyme', '320 g dried farfalle', '1 teaspoon truffle oil', '1 lemon', '150 g low-fat cottage cheese', 'SALAD', '50 g blanched hazelnuts', '200 g baby spinach', '1 eating apple', '40 g blue cheese', '1 teaspoon extra virgin olive oil']","['Vegetarianv', 'Vegetarianv']","[""Jamie's 15-Minute Meals"", 'Italian', 'Mushroom', 'Spinach', 'Pasta & risotto', 'Mains']","
                                            “Ultimately, 15-Minute Meals is a frame of mind, and I think if you give it a proper go you’ll really get into it. It’s fun, dynamic, no-nonsense cooking. Yes, the first couple of times you cook this recipe it might take a little longer, but that’s OK, it’s not a race. Once you embrace that and get into the spirit of the shortcuts and tips that I’ve given you, you’ll definitely start knocking this recipe out of the park in 15 minutes. Good luck! ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/46190974.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/fish-recipes/baked-whole-trout/,Baked whole trout,"Jersey royals, peas & mustard sauce",4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['TROUT', '4 x 250 g trout , scaled, gutted, from sustainable sources', 'olive oil', '1 lemon', '1 bunch of fresh thyme , (30g)', '40 g flaked almonds', '4 rashers of higher-welfare smoked pancetta', 'VEG', '600 g new potatoes', '2 organic chicken stock cubes', '2 little gem lettuces', '1 bunch of fresh mint , (30g)', '300 g frozen peas', '200 g frozen broad beans', 'SAUCE', '2 teaspoons jarred grated horseradish', '1 teaspoon English mustard', '½ a lemon', '4 tablespoons fat-free natural yoghurt']",[],"[""Jamie's 15-Minute Meals"", 'Seafood', 'Potato', 'Mains']",,"https://img.jamieoliver.com/jamieoliver/recipe-database/134797553.jpg?tr=w-800,h-1066"
